Прізвище,Ім’я,По-батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Дубенко,Оксана,Зіновіївна,Жінка,1971-09-30,Кінолог,селище Авдіївка,"проспект Локомотивний 4-й, буд. 2, Щолкіне, 22628",892 59 68,iarynadevdiuk@ukr.net
Романець,Орися,Володимирівна,Жінка,1999-06-07,Флорист,місто Кіцмань,"провулок Райдужна, буд. 538 кв. 254, Новомиргород, 28810",762-28-93,viktoriushchenko@ukr.net
Оліфіренко,Оксана,Зіновіївна,Жінка,1975-05-31,Інженер,селище Феодосія,"узвіз Неплія, буд. 667, Буринь, 21898",037 004 61 99,kyryloudovychenko@gmail.com
Конопленко,Дмитро,Михайлович,Чоловік,1955-03-30,Менеджер,селище Святогірськ,"набережна Куликове поле, буд. 69 кв. 9, Інкерман, 19228",+380 60 773 10 37,olifirenkoillia@ukr.net
Яремчук,Омелян,Григорович,Чоловік,1946-12-05,Географ,місто Лозова,"набережна 2-й Академічний тупик, буд. 01 кв. 8, Старобільськ, 04096",+380 (69) 421-26-45,mariana83@ukr.net
Лубенець,Едуард,Валентинович,Чоловік,1991-01-21,Візажист,село Дрогобич,"вулиця Лінія 30-та, буд. 953, Маріуполь, 61782",+380 32 099-81-00,iaroslavvakhnii@gmail.com
Коваленко,Спас,Петрович,Чоловік,1950-10-22,Стиліст,місто Богодухів,"набережна Пассіонарії, буд. 4, Дніпрорудне, 13964",+380 14 868-20-34,irena62@ukr.net
Дубас,Артем,Петрович,Чоловік,1999-04-12,Бухгалтер,селище Білгород-Дністровський,"узвіз Селекційна, буд. 63 кв. 90, Буринь, 56914",+380 (42) 712-02-55,valeriikolisnychenko@ukr.net
Лукаш,Костянтин,Олегович,Чоловік,1957-10-19,Соціолог,місто Полонне,"парк Вчительська, буд. 18, Южноукраїнськ, 04415",058 216-41-81,xarsenych@gmail.com
Адаменко,Юхим,Валентинович,Чоловік,1978-11-25,Флорист,село Залізне,"парк Бутишів, буд. 345, Благовіщенське, 87767",+380 74 923 35 44,olhaiaremko@ukr.net
Філіпенко,Златослава,Вікторівна,Жінка,1940-06-09,Перекладач,місто Арциз,"вулиця Лінія 27-ма, буд. 324, Ірміно, 43629",+380 66 133-66-97,rebrykanton@ukr.net
Терещук,Дан,Васильович,Чоловік,1963-04-25,Водій,селище Путивль,"узвіз Василя Стуса, буд. 33 кв. 116, Берислав, 42971",017 60 81,oleksandr07@gmail.com
Рева,Стефан,Іванович,Чоловік,1960-03-26,Електромонтер,місто Болехів,"провулок Заводська 5-та, буд. 33 кв. 377, Луцьк, 42980",390 59 72,danylchukmakar@gmail.com
Гавриленко,Тереза,Валентинівна,Жінка,2001-06-21,Кінорежисер,селище Валки,"узвіз Садовського, буд. 2, Хотин, 73201",+380 (14) 557-98-90,mariana67@gmail.com
Вернидуб,Єлисей,Романович,Чоловік,1975-04-16,Співак,селище Дніпрорудне,"площа Надіїі, буд. 9, Алупка, 14987",898-88-47,feofannalyvaiko@gmail.com
Назаренко,Соломон,Романович,Чоловік,1947-04-13,Флорист,село Тернівка,"шосе Західний 1-й, буд. 8, Скалат, 44377",+380 08 893-13-77,trokhymsachenko@gmail.com
Тягнибок,Остап,Романович,Чоловік,1973-02-13,Дизайнер,місто Підгородне,"проспект Лінія 44-та, буд. 700, Очаків, 15271",+380 85 112-01-14,tarasprymachenko@ukr.net
Бабариченко,Марʼяна,Олегівна,Жінка,1955-07-29,Нотаріус,селище Львів,"набережна 411-ї батареї, буд. 48 кв. 66, Кіцмань, 26980",061 622 44 92,liliia22@ukr.net
Засуха,Віктор,Петрович,Чоловік,1963-10-14,Краєзнавець,селище Білицьке,"сквер Стельмаха, буд. 0 кв. 887, Бунге, 81115",709-61-81,hordii31@gmail.com
Радченко,Надія,Олександрівна,Жінка,1986-03-29,Пекар,село Синельникове,"площа Кленова, буд. 754, Тростянець, 64547",006 773-52-13,parmen11@gmail.com
Гаєвський,Борис,Ярославович,Чоловік,2006-11-22,Дизайнер,місто Великі Мости,"провулок Різницький, буд. 08 кв. 59, Харків, 06273",+380 19 877 54 81,sviatoslavamykhaliuk@gmail.com
Фесенко,Оксенія,Тимофіївна,Жінка,1979-09-22,Бібліотекар,селище Хмельницький,"парк Чорноморський 9-й, буд. 8 кв. 39, Хотин, 89830",+380 (54) 732-45-21,olha46@gmail.com
Доценко,Вікторія,Валентинівна,Жінка,1970-06-04,Дантист,місто Кам'янське,"сквер Магістральна, буд. 4 кв. 20, Рівне, 95956",050 943-21-76,gchaban@gmail.com
Андріїшин,Прохір,Володимирович,Чоловік,1985-09-17,Реабілітолог,місто Городня,"узвіз Скидановський узвіз, буд. 9 кв. 621, Новий Буг, 86649",+380 15 332-23-60,sychsnizhana@gmail.com
Сагаль,Гліб,Зіновійович,Чоловік,1953-04-13,М'ясник,місто Бахмут,"парк Щоглова, буд. 5, Середина-Буда, 75749",+380 (85) 083-82-91,romaniatseniuk@gmail.com
Бабариченко,Орхип,Іванович,Чоловік,1942-04-30,Акушер,селище П'ятихатки,"вулиця Леоніда Осики, буд. 975 кв. 5, Шумськ, 31538",+380 74 394-99-71,tfomenko@ukr.net
Ейбоженко,Дарина,Михайлівна,Жінка,2006-11-26,Диригент,місто Калинівка,"парк 411-ї батареї, буд. 15, Жидачів, 62210",+380 36 643 89 20,tereza07@gmail.com
Швачка,Стефан,Антонович,Чоловік,1971-05-06,Доцент,місто Барвінкове,"парк Кутова, буд. 63 кв. 82, Нікополь, 59048",+380 (20) 914-09-93,andriiusyk@gmail.com
Онищенко,Клавдія,Григорівна,Жінка,1977-07-22,Ювелір,селище Кременчук,"проспект Василя Симоненка, буд. 090, Радехів, 70982",+380 74 660-29-15,stefan33@gmail.com
Єрмоленко,Степан,Максимович,Чоловік,1981-03-28,Реставратор,місто Знам'янка,"узвіз Моторний 2-й, буд. 916 кв. 712, Ладижин, 79384",008 658-80-31,ivan22@gmail.com
Гаврилюк,Володимир,Антонович,Чоловік,1947-11-02,Гінеколог,селище Армянськ,"парк Михайла Слабченка, буд. 12 кв. 1, Білозерське, 11411",+380 71 495-80-27,bohuslav48@gmail.com
Голобородько,Йосип,Сергійович,Чоловік,1945-05-03,Єгер,селище Рівне,"узвіз Сільськогосподарський, буд. 840 кв. 62, Кальміуське, 69936",038 488-75-88,bohodarkhudiak@ukr.net
Гупало,Ірена,Василівна,Жінка,1988-03-12,Електрослюсар,селище Радомишль,"шосе Колективний, буд. 425, Умань, 29546",440-06-56,dzhusvioletta@gmail.com
Рябошапка,Максим,Антонович,Чоловік,1949-01-21,Гірничий інженер,селище Білогірськ,"сквер Владислава Домбровського, буд. 730, Кальміуське, 06687",082 926 78 98,bdrobakha@gmail.com
Василенко,Федір,Вікторович,Чоловік,2001-07-01,М'ясник,селище Дебальцеве,"площа Центральний аеропорт, буд. 5, Нова Каховка, 94051",+380 67 069 49 34,rlemeshko@gmail.com
Верес,Артем,Іванович,Чоловік,1967-10-26,Астронавт,селище Іршава,"провулок Лінія 26-та, буд. 59 кв. 592, Лиман, 80531",057 975-65-28,kabramchuk@gmail.com
Парасюк,Ярослав,Вікторович,Чоловік,2007-06-18,Дантист,селище Ладижин,"проспект Слави, буд. 142 кв. 00, Львів, 99960",+380 69 114-89-73,ntryhub@ukr.net
Єременко,Єлисей,Сергійович,Чоловік,1950-04-30,Адвокат,селище Новоград-Волинський,"провулок Новопланівська, буд. 92, Шаргород, 76812",063 412-83-96,onysym40@ukr.net
Юхименко,Ліза,Григорівна,Жінка,2007-08-17,Золотар,місто Коростень,"шосе Палубна, буд. 90, Авдіївка, 15086",056 052-65-50,biukhymenko@ukr.net
Цюпа,Галина,Василівна,Жінка,2008-10-22,Паралегал,село Ромни,"парк Долинська, буд. 9, Жидачів, 02000",379 00 46,taras65@gmail.com
Вакарчук,Марта,Сергіївна,Жінка,1981-07-01,Режисер,місто Новодружеськ,"шосе Травневий 1-й, буд. 91, Лубни, 20616",450-03-57,lbaida@ukr.net
Свириденко,Ярослава,Валентинівна,Жінка,2007-02-12,Живописець,селище Берислав,"провулок Скляний 3-й, буд. 214 кв. 36, Тиврів, 16821",+380 65 761-00-97,amaliiazhadan@ukr.net
Мірошниченко,Тимофій,Олегович,Чоловік,1967-06-08,Етнограф,місто Чуднів,"парк Михайла Омеляновича-Павленка, буд. 605 кв. 943, Ямпіль, 49208",+380 64 822-86-37,zynovii53@ukr.net
Слюсар,Руслан,Максимович,Чоловік,1958-06-07,Вчитель,село Почаїв,"шосе Паркова, буд. 984 кв. 7, Золоте, 95800",+380 08 533-96-05,solomon19@gmail.com
Андрусенко,Захар,Зіновійович,Чоловік,1946-01-04,Нотаріус,місто Карлівка,"провулок Льва Симиренка, буд. 339, Костянтинівка, 77056",205 47 15,anastasiiastus@ukr.net
